EmployeeNumber,Age,Age_group,Attrition,Attrition_flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Salary_slab,MonthlyRate,NumCompaniesWorked,OverTime,OverTime_flag,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,Tenure_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1863,46,40-50,No,0,Travel_Rarely,1319,Sales,3,3,Technical Degree,1,Female,45,4,4,Sales Executive,1,Divorced,13225,High,7739,2,No,0,12,3,4,1,25,10+,5,3,19,17,2,8
1864,27,20-30,No,0,Travel_Rarely,728,Sales,23,1,Medical,2,Female,36,2,2,Sales Representative,3,Married,3540,Low,7018,1,No,0,21,4,4,1,9,6-10,5,3,9,8,5,8
1865,29,20-30,No,0,Travel_Rarely,352,Human Resources,6,1,Medical,4,Male,87,2,1,Human Resources,2,Married,2804,Low,15434,1,No,0,11,3,4,0,1,0-2,3,3,1,0,0,0
1866,43,40-50,No,0,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,19392,High,22539,7,No,0,13,3,4,0,21,10+,2,3,16,12,6,14
1867,48,40-50,No,0,Travel_Rarely,1224,Research & Development,10,3,Life Sciences,4,Male,91,2,5,Research Director,2,Married,19665,High,13583,4,No,0,12,3,4,0,29,10+,3,3,22,10,12,9
1868,29,20-30,Yes,1,Travel_Frequently,459,Research & Development,24,2,Life Sciences,4,Male,73,2,1,Research Scientist,4,Single,2439,Low,14753,1,Yes,1,24,4,2,0,1,0-2,3,2,1,0,1,0
1869,46,40-50,Yes,1,Travel_Rarely,1254,Sales,10,3,Life Sciences,3,Female,64,3,3,Sales Executive,2,Married,7314,Medium,14011,5,No,0,21,4,3,3,14,10+,2,3,8,7,0,7
1870,27,20-30,No,0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,4,Female,77,2,1,Research Scientist,1,Married,4774,Low,23844,0,No,0,19,3,4,1,8,6-10,2,2,7,6,7,3
1871,39,30-40,No,0,Travel_Rarely,835,Research & Development,19,4,Other,4,Male,41,3,2,Research Scientist,4,Divorced,3902,Low,5141,8,No,0,14,3,2,3,7,6-10,2,3,2,2,2,2
1873,55,50+,No,0,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,2662,Low,7975,8,No,0,20,4,2,1,19,10+,2,4,5,2,0,4
1875,28,20-30,No,0,Travel_Rarely,1172,Sales,3,3,Medical,2,Female,78,3,1,Sales Representative,2,Married,2856,Low,3692,1,No,0,19,3,4,1,1,0-2,3,3,1,0,0,0
1876,30,30-40,Yes,1,Travel_Rarely,945,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,1081,Low,16019,1,No,0,13,3,3,0,1,0-2,3,2,1,0,0,0
1878,22,20-30,Yes,1,Travel_Rarely,391,Research & Development,7,1,Life Sciences,4,Male,75,3,1,Research Scientist,2,Single,2472,Low,26092,1,Yes,1,23,4,1,0,1,0-2,2,3,1,0,0,0
1880,36,30-40,No,0,Travel_Rarely,1266,Sales,10,4,Technical Degree,2,Female,63,2,2,Sales Executive,3,Married,5673,Medium,6060,1,Yes,1,13,3,1,1,10,6-10,4,3,10,9,1,7
1881,31,30-40,No,0,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,Low,18624,1,No,0,11,3,1,1,10,6-10,2,3,10,8,0,2
1882,34,30-40,No,0,Travel_Rarely,1480,Sales,4,3,Life Sciences,3,Male,64,3,3,Sales Executive,4,Married,9713,Medium,24444,2,Yes,1,13,3,4,3,9,6-10,3,3,5,3,1,0
1883,29,20-30,No,0,Travel_Rarely,592,Research & Development,7,3,Life Sciences,4,Male,59,3,1,Laboratory Technician,1,Single,2062,Low,19384,3,No,0,14,3,2,0,11,10+,2,3,3,2,1,2
1885,37,30-40,No,0,Travel_Rarely,783,Research & Development,7,4,Medical,4,Male,78,3,2,Research Scientist,1,Married,4284,Low,13588,5,Yes,1,22,4,3,1,16,10+,2,3,5,3,0,4
1886,35,30-40,No,0,Travel_Rarely,219,Research & Development,16,2,Other,4,Female,44,2,2,Manufacturing Director,2,Married,4788,Low,25388,0,Yes,1,11,3,4,0,4,3-5,2,3,3,2,0,2
1888,45,40-50,No,0,Travel_Rarely,556,Research & Development,25,2,Life Sciences,2,Female,93,2,2,Manufacturing Director,4,Married,5906,Medium,23888,0,No,0,13,3,4,2,10,6-10,2,2,9,8,3,8
1890,36,30-40,No,0,Travel_Frequently,1213,Human Resources,2,1,Human Resources,2,Male,94,2,2,Human Resources,4,Single,3886,Low,4223,1,No,0,21,4,4,0,10,6-10,2,2,10,1,0,8
1892,40,40-50,No,0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,Male,98,3,4,Manager,1,Divorced,16823,High,18991,2,No,0,11,3,1,1,22,10+,3,3,19,7,11,16
1893,26,20-30,No,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,2,Female,90,2,1,Research Scientist,3,Married,2933,Low,14908,1,Yes,1,13,3,3,1,1,0-2,3,2,1,0,1,0
1898,27,20-30,No,0,Travel_Rarely,511,Sales,2,2,Medical,1,Female,89,4,2,Sales Executive,3,Single,6500,Medium,26997,0,No,0,14,3,2,0,9,6-10,5,2,8,7,0,7
1900,48,40-50,No,0,Travel_Frequently,117,Research & Development,22,3,Medical,4,Female,58,3,4,Manager,4,Divorced,17174,High,2437,3,No,0,11,3,2,1,24,10+,3,3,22,17,4,7
1903,44,40-50,No,0,Travel_Rarely,170,Research & Development,1,4,Life Sciences,2,Male,78,4,2,Healthcare Representative,1,Married,5033,Medium,9364,2,No,0,15,3,4,1,10,6-10,5,3,2,0,2,2
1905,34,30-40,Yes,1,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307,Low,14460,1,Yes,1,23,4,2,1,5,3-5,2,3,5,2,3,0
1907,56,50+,Yes,1,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587,Low,10261,1,No,0,16,3,4,0,5,3-5,3,3,4,2,1,0
1908,36,30-40,No,0,Travel_Rarely,335,Sales,17,2,Marketing,3,Male,33,2,2,Sales Executive,2,Married,5507,Medium,16822,2,No,0,16,3,3,2,12,10+,1,1,4,2,1,3
1909,41,40-50,No,0,Travel_Rarely,337,Sales,8,3,Marketing,3,Female,54,3,2,Sales Executive,2,Married,4393,Low,26841,5,No,0,21,4,3,1,14,10+,3,3,5,4,1,4
1911,42,40-50,No,0,Travel_Rarely,1396,Research & Development,6,3,Medical,3,Male,83,3,3,Research Director,1,Married,13348,High,14842,9,No,0,13,3,2,1,18,10+,3,4,13,7,5,7
1912,31,30-40,No,0,Travel_Rarely,1079,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,6583,Medium,20115,2,Yes,1,11,3,4,1,8,6-10,2,3,5,2,1,4
1915,34,30-40,No,0,Travel_Rarely,735,Sales,3,1,Medical,4,Female,75,2,2,Sales Executive,4,Married,8103,Medium,16495,3,Yes,1,12,3,3,0,9,6-10,3,2,4,2,0,1
1916,31,30-40,No,0,Travel_Rarely,471,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,3978,Low,16031,8,No,0,12,3,2,1,4,3-5,0,2,2,2,2,2
1918,26,20-30,No,0,Travel_Frequently,1096,Research & Development,6,3,Other,3,Male,61,4,1,Laboratory Technician,4,Married,2544,Low,7102,0,No,0,18,3,1,1,8,6-10,3,3,7,7,7,7
1922,45,40-50,No,0,Travel_Frequently,1297,Research & Development,1,4,Medical,2,Male,44,3,2,Healthcare Representative,3,Single,5399,Medium,14511,4,No,0,12,3,3,0,12,10+,3,3,4,2,0,3
1924,33,30-40,No,0,Travel_Rarely,217,Sales,10,4,Marketing,2,Male,43,3,2,Sales Executive,3,Single,5487,Medium,10410,1,No,0,14,3,2,0,10,6-10,2,2,10,4,0,9
1927,28,20-30,No,0,Travel_Frequently,783,Sales,1,2,Life Sciences,3,Male,42,2,2,Sales Executive,4,Married,6834,Medium,19255,1,Yes,1,12,3,3,1,7,6-10,2,3,7,7,0,7
1928,29,20-30,Yes,1,Travel_Frequently,746,Sales,24,3,Technical Degree,3,Male,45,4,1,Sales Representative,1,Single,1091,Low,10642,1,No,0,17,3,4,0,1,0-2,3,3,1,0,0,0
1929,39,30-40,No,0,Non-Travel,1251,Sales,21,4,Life Sciences,1,Female,32,1,2,Sales Executive,3,Married,5736,Medium,3987,6,No,0,19,3,3,1,10,6-10,1,3,3,2,1,2
1931,27,20-30,No,0,Travel_Rarely,1354,Research & Development,2,4,Technical Degree,2,Male,41,3,1,Research Scientist,2,Married,2226,Low,6073,1,No,0,11,3,3,1,6,6-10,3,2,5,3,1,2
1932,34,30-40,No,0,Travel_Frequently,735,Research & Development,22,4,Other,3,Male,86,2,2,Research Scientist,4,Married,5747,Medium,26496,1,Yes,1,15,3,2,0,16,10+,3,3,15,10,6,11
1933,28,20-30,Yes,1,Travel_Rarely,1475,Sales,13,2,Marketing,4,Female,84,3,2,Sales Executive,3,Single,9854,Medium,23352,3,Yes,1,11,3,4,0,6,6-10,0,3,2,0,2,2
1934,47,40-50,No,0,Non-Travel,1169,Research & Development,14,4,Technical Degree,3,Male,64,3,2,Research Scientist,2,Married,5467,Medium,2125,8,No,0,18,3,3,1,16,10+,4,4,8,7,1,7
1935,56,50+,No,0,Travel_Rarely,1443,Sales,11,5,Marketing,4,Female,89,2,2,Sales Executive,1,Married,5380,Medium,20328,4,No,0,16,3,3,1,6,6-10,3,3,0,0,0,0
1936,39,30-40,No,0,Travel_Rarely,867,Research & Development,9,2,Medical,1,Male,87,3,2,Manufacturing Director,1,Married,5151,Medium,12315,1,No,0,25,4,4,1,10,6-10,3,3,10,0,7,9
1937,38,30-40,No,0,Travel_Frequently,1394,Research & Development,8,3,Medical,4,Female,58,2,2,Research Scientist,2,Divorced,2133,Low,18115,1,Yes,1,16,3,3,1,20,10+,3,3,20,11,0,7
1938,58,50+,No,0,Travel_Rarely,605,Sales,21,3,Life Sciences,4,Female,72,3,4,Manager,4,Married,17875,High,11761,4,Yes,1,13,3,3,1,29,10+,2,2,1,0,0,0
1939,32,30-40,Yes,1,Travel_Frequently,238,Research & Development,5,2,Life Sciences,1,Female,47,4,1,Research Scientist,3,Single,2432,Low,15318,3,Yes,1,14,3,1,0,8,6-10,2,3,4,1,0,3
1940,38,30-40,No,0,Travel_Rarely,1206,Research & Development,9,2,Life Sciences,2,Male,71,3,1,Research Scientist,4,Divorced,4771,Low,14293,2,No,0,19,3,4,2,10,6-10,0,4,5,2,0,3
1941,49,40-50,No,0,Travel_Frequently,1064,Research & Development,2,1,Life Sciences,2,Male,42,3,5,Research Director,4,Married,19161,High,13738,3,No,0,15,3,4,0,28,10+,3,3,5,4,4,3
1943,42,40-50,No,0,Travel_Rarely,419,Sales,12,4,Marketing,2,Male,77,3,2,Sales Executive,4,Divorced,5087,Medium,2900,3,Yes,1,12,3,3,2,14,10+,4,3,0,0,0,0
1944,27,20-30,Yes,1,Travel_Frequently,1337,Human Resources,22,3,Human Resources,1,Female,58,2,1,Human Resources,2,Married,2863,Low,19555,1,No,0,12,3,1,0,1,0-2,2,3,1,0,0,0
1945,35,30-40,No,0,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,5561,Medium,15975,0,No,0,16,3,4,1,6,6-10,2,1,5,3,0,4
1947,28,20-30,No,0,Non-Travel,1103,Research & Development,16,3,Medical,3,Male,49,3,1,Research Scientist,3,Single,2144,Low,2122,1,No,0,14,3,3,0,5,3-5,3,2,5,3,1,4
1948,31,30-40,No,0,Non-Travel,976,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,3065,Low,3995,1,Yes,1,13,3,4,1,4,3-5,3,4,4,2,2,3
1949,36,30-40,No,0,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Low,9238,1,No,0,22,4,2,0,5,3-5,3,3,5,4,0,2
1950,34,30-40,No,0,Travel_Rarely,937,Sales,1,3,Marketing,1,Male,32,3,3,Sales Executive,4,Single,9888,Medium,6770,1,No,0,21,4,1,0,14,10+,3,2,14,8,2,1
1951,34,30-40,No,0,Travel_Rarely,1239,Sales,13,4,Medical,4,Male,39,3,3,Sales Executive,3,Divorced,8628,Medium,22914,1,No,0,18,3,3,1,9,6-10,2,2,8,7,1,1
1952,26,20-30,No,0,Travel_Rarely,157,Research & Development,1,3,Medical,3,Male,95,3,1,Laboratory Technician,1,Single,2867,Low,20006,0,No,0,13,3,4,0,8,6-10,6,2,7,7,7,6
1954,29,20-30,No,0,Travel_Rarely,136,Research & Development,1,3,Life Sciences,1,Male,89,3,2,Healthcare Representative,1,Married,5373,Medium,6225,0,No,0,12,3,1,1,6,6-10,5,2,5,3,0,2
1955,32,30-40,No,0,Non-Travel,1146,Research & Development,15,4,Medical,3,Female,34,3,2,Healthcare Representative,4,Divorced,6667,Medium,16542,5,No,0,18,3,2,1,9,6-10,6,3,5,1,1,2
1956,31,30-40,No,0,Travel_Frequently,1125,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5003,Medium,5771,1,No,0,21,4,2,0,10,6-10,6,3,10,8,8,7
1960,28,20-30,Yes,1,Travel_Rarely,1404,Research & Development,17,3,Technical Degree,3,Male,32,2,1,Laboratory Technician,4,Divorced,2367,Low,18779,5,No,0,12,3,1,1,6,6-10,2,2,4,1,0,3
1961,38,30-40,No,0,Travel_Rarely,1404,Sales,1,3,Life Sciences,1,Male,59,2,1,Sales Representative,1,Single,2858,Low,11473,4,No,0,14,3,1,0,20,10+,3,2,1,0,0,0
1962,35,30-40,No,0,Travel_Rarely,1224,Sales,7,4,Life Sciences,3,Female,55,3,2,Sales Executive,4,Married,5204,Medium,13586,1,Yes,1,11,3,4,0,10,6-10,2,3,10,8,0,9
1965,27,20-30,No,0,Travel_Rarely,954,Sales,9,3,Marketing,4,Male,44,3,2,Sales Executive,4,Single,4105,Low,5099,1,No,0,14,3,1,0,7,6-10,5,3,7,7,0,7
1966,32,30-40,No,0,Travel_Rarely,1373,Research & Development,5,4,Life Sciences,4,Male,56,2,2,Manufacturing Director,4,Single,9679,Medium,10138,8,No,0,24,4,2,0,8,6-10,1,3,1,0,0,0
1967,31,30-40,Yes,1,Travel_Frequently,754,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5617,Medium,21075,1,Yes,1,11,3,3,0,10,6-10,4,3,10,7,0,8
1968,53,50+,Yes,1,Travel_Rarely,1168,Sales,24,4,Life Sciences,1,Male,66,3,3,Sales Executive,1,Single,10448,High,5843,6,Yes,1,13,3,2,0,15,10+,2,2,2,2,2,2
1969,54,50+,No,0,Travel_Rarely,155,Research & Development,9,2,Life Sciences,1,Female,67,3,2,Research Scientist,3,Married,2897,Low,22474,3,No,0,11,3,3,2,9,6-10,6,2,4,3,2,3
1970,33,30-40,No,0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,4,Male,36,3,2,Healthcare Representative,3,Divorced,5968,Medium,18079,1,No,0,20,4,3,3,9,6-10,2,3,9,7,2,8
1971,43,40-50,No,0,Travel_Rarely,574,Research & Development,11,3,Life Sciences,1,Male,30,3,3,Healthcare Representative,3,Married,7510,Medium,16873,1,No,0,17,3,2,1,10,6-10,1,3,10,9,0,9
1972,38,30-40,No,0,Travel_Frequently,1444,Human Resources,1,4,Other,4,Male,88,3,1,Human Resources,2,Married,2991,Low,5224,0,Yes,1,11,3,2,1,7,6-10,2,3,6,2,1,2
1973,55,50+,No,0,Travel_Rarely,189,Human Resources,26,4,Human Resources,3,Male,71,4,5,Manager,2,Married,19636,High,25811,4,Yes,1,18,3,1,1,35,10+,0,3,10,9,1,4
1974,31,30-40,No,0,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,Low,17536,1,Yes,1,11,3,3,3,1,0-2,4,3,1,0,0,0
1975,39,30-40,No,0,Travel_Rarely,119,Sales,15,4,Marketing,2,Male,77,3,4,Sales Executive,1,Single,13341,High,25098,0,No,0,12,3,1,0,21,10+,3,3,20,8,11,10
1976,42,40-50,No,0,Non-Travel,335,Research & Development,23,2,Life Sciences,4,Male,37,2,2,Research Scientist,3,Single,4332,Low,14811,1,No,0,12,3,4,0,20,10+,2,3,20,9,3,7
1979,31,30-40,No,0,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031,High,26862,4,No,0,20,4,3,1,13,10+,2,4,11,7,4,8
1980,54,50+,No,0,Travel_Rarely,157,Research & Development,10,3,Medical,3,Female,77,3,2,Manufacturing Director,1,Single,4440,Low,25198,6,Yes,1,19,3,4,0,9,6-10,3,3,5,2,1,4
1981,24,20-30,No,0,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617,Low,14120,1,No,0,12,3,2,0,4,3-5,2,2,4,3,1,2
1982,23,20-30,No,0,Travel_Rarely,571,Research & Development,12,2,Other,4,Male,78,3,1,Laboratory Technician,4,Single,2647,Low,13672,1,No,0,13,3,3,0,5,3-5,6,4,5,2,1,4
1985,40,40-50,No,0,Travel_Frequently,692,Research & Development,11,3,Technical Degree,4,Female,73,3,2,Laboratory Technician,3,Married,6323,Medium,26849,1,No,0,11,3,1,1,10,6-10,2,4,10,9,9,4
1986,40,40-50,No,0,Travel_Rarely,444,Sales,2,2,Marketing,2,Female,92,3,2,Sales Executive,2,Married,5677,Medium,4258,3,No,0,14,3,3,1,15,10+,4,3,11,8,5,10
1987,25,20-30,No,0,Travel_Rarely,309,Human Resources,2,3,Human Resources,3,Female,82,3,1,Human Resources,2,Married,2187,Low,19655,4,No,0,14,3,3,0,6,6-10,3,3,2,0,1,2
1989,30,30-40,No,0,Travel_Rarely,911,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,3748,Low,4077,1,No,0,13,3,3,0,12,10+,6,2,12,8,1,7
1992,25,20-30,No,0,Travel_Rarely,977,Research & Development,2,1,Other,4,Male,57,3,1,Laboratory Technician,3,Divorced,3977,Low,7298,6,Yes,1,19,3,3,1,7,6-10,2,2,2,2,0,2
1993,47,40-50,No,0,Travel_Rarely,1180,Research & Development,25,3,Medical,1,Male,84,3,3,Healthcare Representative,3,Single,8633,Medium,13084,2,No,0,23,4,2,0,25,10+,3,3,17,14,12,11
1994,33,30-40,No,0,Non-Travel,1313,Research & Development,1,2,Medical,2,Male,59,2,1,Laboratory Technician,3,Divorced,2008,Low,20439,1,No,0,12,3,3,3,1,0-2,2,2,1,1,0,0
1995,38,30-40,No,0,Travel_Rarely,1321,Sales,1,4,Life Sciences,4,Male,86,3,2,Sales Executive,2,Married,4440,Low,7636,0,No,0,15,3,1,2,16,10+,3,3,15,13,5,8
1996,31,30-40,No,0,Travel_Rarely,1154,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,3067,Low,6393,0,No,0,19,3,3,1,3,3-5,1,3,2,2,1,2
1997,38,30-40,No,0,Travel_Frequently,508,Research & Development,6,4,Life Sciences,1,Male,72,2,2,Manufacturing Director,3,Married,5321,Medium,14284,2,No,0,11,3,4,1,10,6-10,1,3,8,3,7,7
1998,42,40-50,No,0,Travel_Rarely,557,Research & Development,18,4,Life Sciences,4,Male,35,3,2,Research Scientist,1,Divorced,5410,Medium,11189,6,Yes,1,17,3,3,1,9,6-10,3,2,4,3,1,2
1999,41,40-50,No,0,Travel_Rarely,642,Research & Development,1,3,Life Sciences,4,Male,76,3,1,Research Scientist,4,Married,2782,Low,21412,3,No,0,22,4,1,1,12,10+,3,3,5,3,1,0
2000,47,40-50,No,0,Non-Travel,1162,Research & Development,1,1,Medical,3,Female,98,3,3,Research Director,2,Married,11957,High,17231,0,No,0,18,3,1,2,14,10+,3,1,13,8,5,12
2003,35,30-40,No,0,Travel_Rarely,1490,Research & Development,11,4,Medical,4,Male,43,3,1,Laboratory Technician,3,Married,2660,Low,20232,7,Yes,1,11,3,3,1,5,3-5,3,3,2,2,2,2
2007,22,20-30,No,0,Travel_Rarely,581,Research & Development,1,2,Life Sciences,4,Male,63,3,1,Research Scientist,3,Single,3375,Low,17624,0,No,0,12,3,4,0,4,3-5,2,4,3,2,1,2
2008,35,30-40,No,0,Travel_Rarely,1395,Research & Development,9,4,Medical,2,Male,48,3,2,Research Scientist,3,Single,5098,Medium,18698,1,No,0,19,3,2,0,10,6-10,5,3,10,7,0,8
2009,33,30-40,No,0,Travel_Rarely,501,Research & Development,15,2,Medical,2,Female,95,3,2,Healthcare Representative,4,Married,4878,Low,21653,0,Yes,1,13,3,1,1,10,6-10,6,3,9,7,8,1
2010,32,30-40,No,0,Travel_Rarely,267,Research & Development,29,4,Life Sciences,3,Female,49,2,1,Laboratory Technician,2,Single,2837,Low,15919,1,No,0,13,3,3,0,6,6-10,3,3,6,2,4,1
2012,40,40-50,No,0,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,2406,Low,4060,8,No,0,19,3,3,2,8,6-10,3,2,1,0,0,0
2013,32,30-40,No,0,Travel_Rarely,234,Sales,1,4,Medical,2,Male,68,2,1,Sales Representative,2,Married,2269,Low,18024,0,No,0,14,3,2,1,3,3-5,2,3,2,2,2,2
2014,39,30-40,No,0,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,Male,52,3,2,Research Scientist,4,Single,4108,Low,5340,7,No,0,13,3,1,0,18,10+,2,3,7,7,1,7
2015,38,30-40,No,0,Travel_Rarely,201,Research & Development,10,3,Medical,2,Female,99,1,3,Research Director,3,Married,13206,High,3376,3,No,0,12,3,1,1,20,10+,3,3,18,16,1,11
2016,32,30-40,No,0,Travel_Rarely,801,Sales,1,4,Marketing,3,Female,48,3,3,Sales Executive,4,Married,10422,High,24032,1,No,0,19,3,3,2,14,10+,3,3,14,10,5,7
2017,37,30-40,No,0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,3,Female,42,4,3,Research Director,4,Married,13744,High,15471,1,Yes,1,25,4,1,1,16,10+,2,3,16,11,6,8
2018,25,20-30,No,0,Travel_Rarely,1382,Sales,8,2,Other,1,Female,85,3,2,Sales Executive,3,Divorced,4907,Low,13684,0,Yes,1,22,4,2,1,6,6-10,3,2,5,3,0,4
2019,52,50+,No,0,Non-Travel,585,Sales,29,4,Life Sciences,1,Male,40,3,1,Sales Representative,4,Divorced,3482,Low,19788,2,No,0,15,3,2,2,16,10+,3,2,9,8,0,0
2020,44,40-50,No,0,Travel_Rarely,1037,Research & Development,1,3,Medical,2,Male,42,3,1,Research Scientist,4,Single,2436,Low,13422,6,Yes,1,12,3,3,0,6,6-10,2,3,4,3,1,2
2021,21,20-30,No,0,Travel_Rarely,501,Sales,5,1,Medical,3,Male,58,3,1,Sales Representative,1,Single,2380,Low,25479,1,Yes,1,11,3,4,0,2,0-2,6,3,2,2,1,2
2022,39,30-40,No,0,Non-Travel,105,Research & Development,9,3,Life Sciences,4,Male,87,3,5,Manager,4,Single,19431,High,15302,2,No,0,13,3,3,0,21,10+,3,2,6,0,1,3
2023,23,20-30,Yes,1,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790,Low,26956,1,No,0,19,3,1,1,1,0-2,3,2,1,0,1,0
2024,36,30-40,No,0,Travel_Rarely,557,Sales,3,3,Medical,1,Female,94,2,3,Sales Executive,4,Married,7644,Medium,12695,0,No,0,19,3,3,2,10,6-10,2,3,9,7,3,4
2025,36,30-40,No,0,Travel_Frequently,688,Research & Development,4,2,Life Sciences,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,Medium,9192,7,No,0,13,3,2,3,18,10+,3,3,4,2,0,2
2026,56,50+,No,0,Non-Travel,667,Research & Development,1,4,Life Sciences,3,Male,57,3,2,Healthcare Representative,3,Divorced,6306,Medium,26236,1,No,0,21,4,1,1,13,10+,2,2,13,12,1,9
2027,29,20-30,Yes,1,Travel_Rarely,1092,Research & Development,1,4,Medical,1,Male,36,3,1,Research Scientist,4,Married,4787,Low,26124,9,Yes,1,14,3,2,3,4,3-5,3,4,2,2,2,2
2031,42,40-50,No,0,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,Male,56,3,5,Manager,3,Married,18880,High,17312,5,No,0,11,3,1,0,24,10+,2,2,22,6,4,14
2032,56,50+,Yes,1,Travel_Rarely,310,Research & Development,7,2,Technical Degree,4,Male,72,3,1,Laboratory Technician,3,Married,2339,Low,3666,8,No,0,11,3,4,1,14,10+,4,1,10,9,9,8
2034,41,40-50,No,0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,Female,60,2,4,Manufacturing Director,2,Married,13570,High,5640,0,No,0,23,4,3,1,21,10+,3,3,20,7,0,10
2035,34,30-40,No,0,Travel_Rarely,704,Sales,28,3,Marketing,4,Female,95,2,2,Sales Executive,3,Married,6712,Medium,8978,1,No,0,21,4,4,2,8,6-10,2,3,8,7,1,7
2036,36,30-40,No,0,Non-Travel,301,Sales,15,4,Marketing,4,Male,88,1,2,Sales Executive,4,Divorced,5406,Medium,10436,1,No,0,24,4,1,1,15,10+,4,2,15,12,11,11
2037,41,40-50,No,0,Travel_Rarely,930,Sales,3,3,Life Sciences,3,Male,57,2,2,Sales Executive,2,Divorced,8938,Medium,12227,2,No,0,11,3,3,1,14,10+,5,3,5,4,0,4
2038,32,30-40,No,0,Travel_Rarely,529,Research & Development,2,3,Technical Degree,4,Male,78,3,1,Research Scientist,1,Single,2439,Low,11288,1,No,0,14,3,4,0,4,3-5,4,3,4,2,1,2
2040,35,30-40,No,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,3,Female,31,3,3,Human Resources,4,Single,8837,Medium,16642,1,Yes,1,16,3,3,0,9,6-10,2,3,9,0,1,7
2041,38,30-40,No,0,Travel_Rarely,345,Sales,10,2,Life Sciences,1,Female,100,3,2,Sales Executive,4,Married,5343,Medium,5982,1,No,0,11,3,3,1,10,6-10,1,3,10,7,1,9
2044,50,50+,Yes,1,Travel_Frequently,878,Sales,1,4,Life Sciences,2,Male,94,3,2,Sales Executive,3,Divorced,6728,Medium,14255,7,No,0,12,3,4,2,12,10+,3,3,6,3,0,1
2045,36,30-40,No,0,Travel_Rarely,1120,Sales,11,4,Marketing,2,Female,100,2,2,Sales Executive,4,Married,6652,Medium,14369,4,No,0,13,3,1,1,8,6-10,2,2,6,3,0,0
2046,45,40-50,No,0,Travel_Rarely,374,Sales,20,3,Life Sciences,4,Female,50,3,2,Sales Executive,3,Single,4850,Low,23333,8,No,0,15,3,3,0,8,6-10,3,3,5,3,0,1
2048,40,40-50,No,0,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,3,Male,52,2,1,Research Scientist,3,Single,2809,Low,2725,2,No,0,14,3,4,0,8,6-10,2,3,2,2,2,2
2049,35,30-40,No,0,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,3,Male,80,3,2,Healthcare Representative,3,Married,5689,Medium,24594,1,Yes,1,14,3,4,2,10,6-10,2,4,10,2,0,2
2051,40,40-50,No,0,Travel_Rarely,1194,Research & Development,2,4,Medical,3,Female,98,3,1,Research Scientist,3,Married,2001,Low,12549,2,No,0,14,3,2,3,20,10+,2,3,5,3,0,2
